12	3158
4.74436123e-06	4.59478206e-13	1.88716608e-12	4.57229028e-15	1.26192068e-13	2.97907238e-07	9.95074640e-01	1.75588719e-06	5.74999239e-14	4.62117783e-06	4.91394020e-03	4.59180341e-10
3.26877196e-01	2.28098030e-05	1.89088193e-03	5.55642008e-06	1.26522059e-09	7.15848955e-03	2.84969941e-11	6.02221775e-01	2.87644041e-06	5.49996946e-02	2.21417620e-03	4.60654318e-03
1.13083165e-01	8.30823812e-02	9.24683809e-05	2.23560656e-02	5.22717203e-09	3.49765036e-03	2.24484636e-09	2.44840274e-02	3.35508150e-02	1.92877602e-02	1.56461896e-02	6.84919469e-01
5.22846986e-05	1.85669108e-02	8.87017823e-01	6.99390873e-02	1.60566462e-05	4.14941186e-05	5.03813991e-06	1.56976470e-04	2.31251982e-02	1.23913477e-04	1.33542675e-04	8.21674954e-04
2.09786922e-03	8.38889903e-02	3.75345934e-04	1.56398541e-01	2.88908828e-07	1.19106581e-04	1.60959482e-08	2.30500726e-03	1.87450924e-01	2.37704831e-03	1.02344672e-02	5.54752395e-01
5.31262301e-04	3.67380259e-05	1.31797375e-01	5.20369220e-03	8.50487555e-01	4.78408820e-03	4.19647026e-04	1.89498351e-03	2.47955975e-03	1.52252727e-03	2.82869706e-04	5.59701458e-04
3.76060775e-03	3.45999240e-04	2.50365540e-04	6.50238353e-05	2.90949604e-06	5.47429099e-01	2.13847544e-07	3.23529192e-01	2.24807959e-04	1.35178855e-02	9.75462331e-02	1.33276630e-02
1.25922675e-04	1.07158988e-05	4.39741504e-03	1.72421268e-04	1.26743842e-01	1.26183871e-02	8.55255014e-01	2.96781507e-04	2.39514406e-05	1.20649804e-04	2.81095726e-05	2.06790255e-04
6.58704215e-01	6.49202222e-05	7.98628175e-04	1.15588872e-05	2.64935082e-08	1.95135540e-02	6.05423136e-10	1.62234164e-01	1.59278207e-05	1.36787982e-01	1.74441802e-02	4.42484280e-03
1.29779004e-02	1.73160842e-01	5.45047198e-05	1.54887457e-01	4.26368158e-07	2.43137746e-03	2.92917586e-08	8.11600606e-03	1.30033432e-02	7.12294181e-05	1.43581649e-02	6.20938719e-01
5.79060058e-01	4.84682191e-04	1.49898211e-01	9.79551659e-05	2.49925180e-07	2.85970688e-02	3.53187863e-08	1.07764491e-01	5.81096055e-05	9.73892363e-02	2.48681756e-02	1.17817279e-02
6.35007887e-01	2.01162261e-04	8.84645322e-04	5.79301977e-06	8.75451002e-09	2.76204934e-03	4.37228771e-08	1.81181718e-01	2.53330247e-05	1.53854674e-01	2.43980279e-02	1.67865711e-03
1.49721128e-01	2.86925231e-03	1.48815110e-05	8.87177654e-04	4.66961532e-09	8.95527394e-03	3.79453079e-10	1.15183819e-01	5.58756814e-04	2.07638112e-02	2.90950249e-03	6.98136392e-01
