12	3158
1.49483497e-06	2.84135523e-05	1.81396095e-06	6.26647166e-06	3.85077514e-06	6.46999012e-06	1.76019688e-02	9.77781494e-06	5.69190975e-05	9.82281020e-01	9.13606668e-07	1.09124177e-06
1.91869184e-01	1.96616966e-02	1.47894277e-01	7.16612270e-02	1.11439773e-01	8.76963843e-02	6.91720818e-03	7.69141057e-03	7.13532709e-03	6.61647296e-03	1.50539836e-01	1.90877204e-01
2.07497844e-01	7.51320824e-03	1.08732980e-01	1.19997764e-01	1.39966250e-01	1.06413606e-01	3.90478541e-02	1.08807501e-01	1.43145708e-02	1.53845327e-02	1.14253090e-01	1.80707978e-02
7.99553465e-02	1.61073994e-02	1.18249202e-01	5.96696741e-02	1.90743176e-01	7.61458146e-02	7.25562745e-03	1.38684346e-02	4.12479814e-02	2.34659410e-02	1.41162393e-01	2.32129010e-01
3.66421107e-02	7.59614734e-02	8.91356556e-02	1.53938897e-01	4.68685676e-02	1.50335978e-01	6.77313641e-03	1.27963461e-02	2.41786295e-02	3.51633986e-02	2.35371877e-01	1.32833930e-01
4.34604247e-02	2.32022717e-02	1.38678883e-01	1.11273501e-01	5.50333314e-02	1.50669503e-01	1.23289539e-02	3.88258995e-02	4.25300801e-02	3.70260261e-02	1.57479569e-01	1.89491557e-01
5.00270525e-02	7.75209226e-02	3.67362838e-02	1.71245785e-02	3.86862395e-02	1.96935261e-01	2.29462757e-03	4.69260400e-02	1.46554767e-02	1.96118131e-02	1.85891233e-01	3.13590472e-01
1.37689146e-02	1.37249476e-02	4.18500182e-02	3.44708350e-02	2.31632913e-02	9.28056897e-04	4.15150759e-01	4.63455278e-02	3.10100813e-01	6.06627527e-02	3.17615697e-02	8.07251423e-03
1.35129644e-01	2.65302798e-02	5.17910131e-02	9.56434418e-03	9.16869218e-02	1.66810257e-01	3.47944370e-02	7.38175919e-02	4.85075740e-02	8.10473429e-03	1.77737216e-01	1.75525987e-01
1.57344288e-01	6.09186534e-02	1.83554009e-01	3.89792358e-03	1.01014517e-01	1.54810847e-02	9.51930815e-02	1.63081051e-01	8.88626703e-02	7.36406793e-02	4.72102569e-02	9.80178462e-03
1.04182339e-02	1.09772794e-02	1.92466108e-03	1.35162075e-02	2.22949492e-02	4.34538767e-03	7.16004241e-01	2.32026700e-02	4.09720565e-02	1.45417208e-01	8.87093576e-03	2.05617014e-03
9.95845845e-02	6.27994791e-03	1.08073011e-01	9.70818710e-02	7.87942197e-02	1.67539845e-01	4.52718675e-03	7.66309136e-02	2.49990282e-02	3.36869751e-03	8.07170714e-02	2.52403624e-01
2.21256737e-01	4.52280756e-02	3.12556600e-02	1.59910286e-02	3.23204865e-02	1.10980109e-01	4.94939638e-03	1.45608760e-02	6.69440332e-03	1.17161515e-03	1.84779037e-01	3.30812575e-01
